GAME_ID,GAME_DATE,ML_HOME,ML_AWAY,P_HOME,P_AWAY
1634601600000000000,2021-10-19,-667,667,0.865,0.135
1634601600000000001,2021-10-19,666,-666,0.135,0.865
1634688000000000002,2021-10-20,-637,637,0.865,0.135
1634688000000000003,2021-10-20,623,-623,0.135,0.865
1634688000000000004,2021-10-20,608,-608,0.135,0.865
1634688000000000005,2021-10-20,-651,651,0.865,0.135
1634688000000000006,2021-10-20,-628,628,0.865,0.135
1634688000000000007,2021-10-20,642,-642,0.135,0.865
1634688000000000008,2021-10-20,-658,658,0.865,0.135
1634688000000000009,2021-10-20,-627,627,0.865,0.135
1634688000000000010,2021-10-20,-652,652,0.865,0.135
1634688000000000011,2021-10-20,631,-631,0.135,0.865
1634688000000000012,2021-10-20,661,-661,0.135,0.865
1634774400000000013,2021-10-21,-656,656,0.865,0.135
1634774400000000014,2021-10-21,-628,628,0.865,0.135
1634774400000000015,2021-10-21,-647,647,0.865,0.135
1634860800000000016,2021-10-22,621,-621,0.135,0.865
1634860800000000017,2021-10-22,612,-612,0.135,0.865
1634860800000000018,2021-10-22,-665,665,0.865,0.135
1634860800000000019,2021-10-22,663,-663,0.135,0.865
1634860800000000020,2021-10-22,-212,212,0.685,0.315
1634860800000000021,2021-10-22,-667,667,0.865,0.135
1634860800000000022,2021-10-22,-649,649,0.865,0.135
1634860800000000023,2021-10-22,-646,646,0.865,0.135
1634860800000000001,2021-10-22,616,-616,0.135,0.865
1634860800000000024,2021-10-22,667,-667,0.135,0.865
1634947200000000025,2021-10-23,639,-639,0.135,0.865
1634947200000000011,2021-10-23,-348,348,0.782,0.218
1634947200000000009,2021-10-23,214,-214,0.328,0.672
1634947200000000022,2021-10-23,-617,617,0.865,0.135
1634947200000000004,2021-10-23,647,-647,0.135,0.865
1634947200000000026,2021-10-23,-461,461,0.829,0.171
1634947200000000017,2021-10-23,-218,218,0.69,0.31
1634947200000000008,2021-10-23,-659,659,0.865,0.135
1635033600000000027,2021-10-24,650,-650,0.135,0.865
1635033600000000005,2021-10-24,-316,316,0.76,0.24
1635033600000000021,2021-10-24,-100,100,0.509,0.491
1635033600000000028,2021-10-24,652,-652,0.135,0.865
1635033600000000024,2021-10-24,651,-651,0.135,0.865
1635033600000000001,2021-10-24,376,-376,0.213,0.787
1635120000000000015,2021-10-25,-610,610,0.865,0.135
1635120000000000025,2021-10-25,-294,294,0.746,0.254
1635120000000000023,2021-10-25,-145,145,0.59,0.41
1635120000000000008,2021-10-25,-450,450,0.823,0.177
1635120000000000027,2021-10-25,188,-188,0.338,0.662
1635120000000000014,2021-10-25,-645,645,0.865,0.135
1635120000000000002,2021-10-25,-393,393,0.79,0.21
1635120000000000026,2021-10-25,649,-649,0.135,0.865
1635120000000000004,2021-10-25,664,-664,0.135,0.865
1635206400000000010,2021-10-26,-609,609,0.865,0.135
1635206400000000005,2021-10-26,-360,360,0.791,0.209
1635206400000000028,2021-10-26,627,-627,0.135,0.865
1635206400000000029,2021-10-26,-611,611,0.865,0.135
1635206400000000009,2021-10-26,667,-667,0.135,0.865
1635292800000000011,2021-10-27,-242,242,0.698,0.302
1635292800000000012,2021-10-27,599,-599,0.139,0.861
1635292800000000025,2021-10-27,516,-516,0.168,0.832
1635292800000000000,2021-10-27,154,-154,0.393,0.607
1635292800000000028,2021-10-27,-103,103,0.501,0.499
1635292800000000007,2021-10-27,630,-630,0.135,0.865
1635292800000000004,2021-10-27,-611,611,0.865,0.135
1635292800000000027,2021-10-27,644,-644,0.135,0.865
1635292800000000016,2021-10-27,668,-668,0.135,0.865
1635292800000000019,2021-10-27,284,-284,0.261,0.739
1635379200000000020,2021-10-28,-652,652,0.865,0.135
1635379200000000018,2021-10-28,-358,358,0.787,0.213
1635379200000000022,2021-10-28,163,-163,0.39,0.61
1635379200000000021,2021-10-28,624,-624,0.135,0.865
1635379200000000029,2021-10-28,-612,612,0.865,0.135
1635379200000000013,2021-10-28,-396,396,0.792,0.208
1635465600000000011,2021-10-29,-627,627,0.865,0.135
1635465600000000001,2021-10-29,-145,145,0.598,0.402
1635465600000000023,2021-10-29,-275,275,0.734,0.266
1635465600000000007,2021-10-29,608,-608,0.135,0.865
1635465600000000027,2021-10-29,-648,648,0.865,0.135
1635465600000000014,2021-10-29,-640,640,0.865,0.135
1635465600000000004,2021-10-29,-670,670,0.865,0.135
1635552000000000018,2021-10-30,-649,649,0.865,0.135
1635552000000000003,2021-10-30,-319,319,0.763,0.237
1635552000000000007,2021-10-30,624,-624,0.135,0.865
1635552000000000026,2021-10-30,639,-639,0.135,0.865
1635552000000000020,2021-10-30,-387,387,0.794,0.206
1635552000000000022,2021-10-30,-162,162,0.625,0.375
1635552000000000000,2021-10-30,-233,233,0.695,0.305
1635552000000000006,2021-10-30,634,-634,0.135,0.865
1635552000000000013,2021-10-30,-667,667,0.865,0.135
1635552000000000008,2021-10-30,246,-246,0.297,0.703
1635552000000000012,2021-10-30,-281,281,0.73,0.27
1635638400000000002,2021-10-31,-386,386,0.787,0.213
1635638400000000001,2021-10-31,-641,641,0.865,0.135
1635638400000000027,2021-10-31,-664,664,0.865,0.135
1635638400000000029,2021-10-31,-277,277,0.737,0.263
1635638400000000000,2021-10-31,638,-638,0.135,0.865
1635724800000000025,2021-11-01,-617,617,0.865,0.135
1635724800000000002,2021-11-01,-156,156,0.603,0.397
1635724800000000020,2021-11-01,-622,622,0.865,0.135
1635724800000000026,2021-11-01,-150,150,0.601,0.399
1635724800000000005,2021-11-01,-159,159,0.608,0.392
1635724800000000015,2021-11-01,146,-146,0.416,0.584
1635724800000000019,2021-11-01,653,-653,0.135,0.865
1635724800000000006,2021-11-01,-276,276,0.73,0.27
1635724800000000008,2021-11-01,-242,242,0.699,0.301
1635811200000000001,2021-11-02,-623,623,0.865,0.135
1635811200000000012,2021-11-02,-656,656,0.865,0.135
1635811200000000010,2021-11-02,-659,659,0.865,0.135
1635811200000000003,2021-11-02,615,-615,0.135,0.865
1635811200000000029,2021-11-02,665,-665,0.135,0.865
1635897600000000006,2021-11-03,-373,373,0.783,0.217
1635897600000000009,2021-11-03,465,-465,0.178,0.822
1635897600000000008,2021-11-03,127,-127,0.439,0.561
1635897600000000027,2021-11-03,-261,261,0.733,0.267
1635897600000000024,2021-11-03,-611,611,0.865,0.135
1635897600000000020,2021-11-03,-154,154,0.604,0.396
1635897600000000018,2021-11-03,143,-143,0.421,0.579
1635897600000000016,2021-11-03,522,-522,0.166,0.834
1635897600000000017,2021-11-03,-352,352,0.782,0.218
1635897600000000026,2021-11-03,247,-247,0.286,0.714
1635897600000000013,2021-11-03,-617,617,0.865,0.135
1635984000000000001,2021-11-04,-105,105,0.519,0.481
1635984000000000012,2021-11-04,-663,663,0.865,0.135
1635984000000000014,2021-11-04,-260,260,0.731,0.269
1635984000000000015,2021-11-04,668,-668,0.135,0.865
1635984000000000003,2021-11-04,637,-637,0.135,0.865
1636070400000000016,2021-11-05,448,-448,0.183,0.817
1636070400000000003,2021-11-05,635,-635,0.135,0.865
1636070400000000018,2021-11-05,-350,350,0.782,0.218
1636070400000000000,2021-11-05,378,-378,0.205,0.795
1636070400000000004,2021-11-05,-105,105,0.51,0.49
1636070400000000008,2021-11-05,201,-201,0.339,0.661
1636070400000000013,2021-11-05,-660,660,0.865,0.135
1636070400000000024,2021-11-05,-288,288,0.749,0.251
1636070400000000011,2021-11-05,-309,309,0.749,0.251
1636156800000000011,2021-11-06,-214,214,0.681,0.319
1636156800000000012,2021-11-06,-361,361,0.783,0.217
1636156800000000029,2021-11-06,-627,627,0.865,0.135
1636156800000000014,2021-11-06,-175,175,0.626,0.374
1636156800000000023,2021-11-06,-657,657,0.865,0.135
1636156800000000022,2021-11-06,151,-151,0.392,0.608
1636243200000000004,2021-11-07,158,-158,0.378,0.622
1636243200000000024,2021-11-07,-220,220,0.694,0.306
1636243200000000005,2021-11-07,120,-120,0.445,0.555
1636243200000000016,2021-11-07,643,-643,0.135,0.865
1636243200000000018,2021-11-07,-430,430,0.818,0.182
1636243200000000028,2021-11-07,-401,401,0.803,0.197
1636243200000000013,2021-11-07,-656,656,0.865,0.135
1636243200000000025,2021-11-07,-416,416,0.801,0.199
1636329600000000013,2021-11-08,-654,654,0.865,0.135
1636329600000000001,2021-11-08,-453,453,0.826,0.174
1636329600000000024,2021-11-08,376,-376,0.211,0.789
1636329600000000023,2021-11-08,199,-199,0.336,0.664
1636329600000000029,2021-11-08,-622,622,0.865,0.135
1636329600000000006,2021-11-08,-385,385,0.789,0.211
1636329600000000022,2021-11-08,-245,245,0.705,0.295
1636329600000000020,2021-11-08,-259,259,0.73,0.27
1636416000000000020,2021-11-09,-443,443,0.811,0.189
1636416000000000010,2021-11-09,-612,612,0.865,0.135
1636416000000000025,2021-11-09,-308,308,0.759,0.241
1636502400000000001,2021-11-10,-284,284,0.749,0.251
1636502400000000013,2021-11-10,-608,608,0.865,0.135
1636502400000000023,2021-11-10,-491,491,0.832,0.168
1636502400000000012,2021-11-10,-470,470,0.825,0.175
1636502400000000009,2021-11-10,142,-142,0.413,0.587
1636502400000000007,2021-11-10,666,-666,0.135,0.865
1636502400000000022,2021-11-10,-214,214,0.681,0.319
1636502400000000021,2021-11-10,595,-595,0.141,0.859
1636502400000000005,2021-11-10,-108,108,0.523,0.477
1636502400000000019,2021-11-10,-104,104,0.52,0.48
1636502400000000016,2021-11-10,647,-647,0.135,0.865
1636502400000000017,2021-11-10,130,-130,0.432,0.568
1636502400000000006,2021-11-10,-298,298,0.741,0.259
1636588800000000020,2021-11-11,-151,151,0.6,0.4
1636588800000000010,2021-11-11,-302,302,0.747,0.253
1636588800000000025,2021-11-11,-310,310,0.748,0.252
1636675200000000028,2021-11-12,-143,143,0.592,0.408
1636675200000000001,2021-11-12,-488,488,0.831,0.169
1636675200000000013,2021-11-12,-617,617,0.865,0.135
1636675200000000009,2021-11-12,482,-482,0.166,0.834
1636675200000000006,2021-11-12,620,-620,0.135,0.865
1636675200000000023,2021-11-12,-622,622,0.865,0.135
1636675200000000021,2021-11-12,627,-627,0.135,0.865
1636675200000000002,2021-11-12,120,-120,0.45,0.55
1636675200000000017,2021-11-12,-668,668,0.865,0.135
1636675200000000007,2021-11-12,638,-638,0.135,0.865
1636675200000000019,2021-11-12,-349,349,0.784,0.216
1636761600000000010,2021-11-13,107,-107,0.492,0.508
1636761600000000016,2021-11-13,648,-648,0.135,0.865
1636761600000000026,2021-11-13,139,-139,0.419,0.581
1636761600000000007,2021-11-13,126,-126,0.442,0.558
1636761600000000004,2021-11-13,-295,295,0.744,0.256
1636761600000000017,2021-11-13,-367,367,0.791,0.209
1636761600000000025,2021-11-13,-628,628,0.865,0.135
1636848000000000025,2021-11-14,-220,220,0.685,0.315
1636848000000000028,2021-11-14,621,-621,0.135,0.865
1636848000000000023,2021-11-14,-668,668,0.865,0.135
1636848000000000015,2021-11-14,151,-151,0.394,0.606
1636848000000000001,2021-11-14,-462,462,0.817,0.183
1636848000000000002,2021-11-14,133,-133,0.427,0.573
1636848000000000021,2021-11-14,666,-666,0.135,0.865
1636934400000000001,2021-11-15,-100,100,0.51,0.49
1636934400000000018,2021-11-15,-671,671,0.865,0.135
1636934400000000017,2021-11-15,-108,108,0.527,0.473
1636934400000000003,2021-11-15,225,-225,0.301,0.699
1636934400000000005,2021-11-15,-111,111,0.526,0.474
1636934400000000015,2021-11-15,-286,286,0.749,0.251
1636934400000000006,2021-11-15,-668,668,0.865,0.135
1636934400000000029,2021-11-15,-107,107,0.526,0.474
1636934400000000008,2021-11-15,622,-622,0.135,0.865
1636934400000000028,2021-11-15,430,-430,0.182,0.818
1636934400000000011,2021-11-15,135,-135,0.428,0.572
1637020800000000025,2021-11-16,-649,649,0.865,0.135
1637020800000000010,2021-11-16,-230,230,0.7,0.3
1637020800000000027,2021-11-16,103,-103,0.491,0.509
1637107200000000003,2021-11-17,145,-145,0.411,0.589
1637107200000000002,2021-11-17,125,-125,0.444,0.556
1637107200000000014,2021-11-17,-621,621,0.865,0.135
1637107200000000005,2021-11-17,-99,99,0.51,0.49
1637107200000000027,2021-11-17,-441,441,0.816,0.184
1637107200000000015,2021-11-17,-105,105,0.511,0.489
1637107200000000000,2021-11-17,154,-154,0.395,0.605
1637107200000000028,2021-11-17,-617,617,0.865,0.135
1637107200000000008,2021-11-17,134,-134,0.413,0.587
1637107200000000012,2021-11-17,-650,650,0.865,0.135
1637107200000000011,2021-11-17,149,-149,0.394,0.606
1637193600000000006,2021-11-18,160,-160,0.378,0.622
1637193600000000010,2021-11-18,-342,342,0.778,0.222
1637193600000000023,2021-11-18,-162,162,0.619,0.381
1637193600000000017,2021-11-18,634,-634,0.135,0.865
1637193600000000014,2021-11-18,-328,328,0.762,0.238
1637193600000000008,2021-11-18,-139,139,0.594,0.406
1637280000000000024,2021-11-19,153,-153,0.389,0.611
1637280000000000002,2021-11-19,-142,142,0.589,0.411
1637280000000000003,2021-11-19,655,-655,0.135,0.865
1637280000000000019,2021-11-19,-411,411,0.806,0.194
1637280000000000027,2021-11-19,-651,651,0.865,0.135
1637280000000000000,2021-11-19,-282,282,0.744,0.256
1637280000000000007,2021-11-19,613,-613,0.135,0.865
1637280000000000023,2021-11-19,160,-160,0.381,0.619
1637280000000000012,2021-11-19,-624,624,0.865,0.135
1637366400000000000,2021-11-20,-449,449,0.812,0.188
1637366400000000008,2021-11-20,120,-120,0.446,0.554
1637366400000000024,2021-11-20,251,-251,0.289,0.711
1637366400000000019,2021-11-20,-393,393,0.79,0.21
1637366400000000011,2021-11-20,-289,289,0.75,0.25
1637366400000000018,2021-11-20,-219,219,0.686,0.314
1637366400000000026,2021-11-20,-622,622,0.865,0.135
1637366400000000005,2021-11-20,-658,658,0.865,0.135
1637366400000000015,2021-11-20,169,-169,0.381,0.619
1637452800000000025,2021-11-21,-349,349,0.779,0.221
1637452800000000003,2021-11-21,469,-469,0.17,0.83
1637452800000000012,2021-11-21,-619,619,0.865,0.135
1637452800000000022,2021-11-21,-490,490,0.83,0.17
1637452800000000013,2021-11-21,-624,624,0.865,0.135
1637539200000000024,2021-11-22,480,-480,0.171,0.829
1637539200000000010,2021-11-22,-217,217,0.681,0.319
1637539200000000009,2021-11-22,609,-609,0.135,0.865
1637539200000000007,2021-11-22,642,-642,0.135,0.865
1637539200000000000,2021-11-22,-650,650,0.865,0.135
1637539200000000019,2021-11-22,-667,667,0.865,0.135
1637539200000000015,2021-11-22,-108,108,0.518,0.482
1637539200000000018,2021-11-22,260,-260,0.281,0.719
1637539200000000017,2021-11-22,639,-639,0.135,0.865
1637539200000000022,2021-11-22,-98,98,0.506,0.494
1637625600000000003,2021-11-23,267,-267,0.263,0.737
1637625600000000005,2021-11-23,-246,246,0.704,0.296
1637625600000000011,2021-11-23,-361,361,0.789,0.211
1637625600000000025,2021-11-23,-219,219,0.685,0.315
1637712000000000008,2021-11-24,-270,270,0.73,0.27
1637712000000000013,2021-11-24,-650,650,0.865,0.135
1637712000000000024,2021-11-24,512,-512,0.168,0.832
1637712000000000009,2021-11-24,636,-636,0.135,0.865
1637712000000000006,2021-11-24,-100,100,0.515,0.485
1637712000000000021,2021-11-24,250,-250,0.286,0.714
1637712000000000007,2021-11-24,282,-282,0.255,0.745
1637712000000000000,2021-11-24,-610,610,0.865,0.135
1637712000000000019,2021-11-24,236,-236,0.307,0.693
1637712000000000028,2021-11-24,509,-509,0.171,0.829
1637712000000000016,2021-11-24,655,-655,0.135,0.865
1637712000000000017,2021-11-24,620,-620,0.135,0.865
1637712000000000026,2021-11-24,-231,231,0.693,0.307
1637884800000000013,2021-11-26,-639,639,0.865,0.135
1637884800000000023,2021-11-26,621,-621,0.135,0.865
1637884800000000010,2021-11-26,-298,298,0.748,0.252
1637884800000000009,2021-11-26,270,-270,0.26,0.74
1637884800000000028,2021-11-26,646,-646,0.135,0.865
1637884800000000001,2021-11-26,-243,243,0.704,0.296
1637884800000000006,2021-11-26,466,-466,0.184,0.816
1637884800000000016,2021-11-26,640,-640,0.135,0.865
1637884800000000005,2021-11-26,663,-663,0.135,0.865
1637884800000000002,2021-11-26,-360,360,0.776,0.224
1637884800000000025,2021-11-26,-647,647,0.865,0.135
1637884800000000026,2021-11-26,-442,442,0.814,0.186
1637971200000000010,2021-11-27,-333,333,0.775,0.225
1637971200000000029,2021-11-27,97,-97,0.495,0.505
1637971200000000022,2021-11-27,123,-123,0.438,0.562
1637971200000000017,2021-11-27,-663,663,0.865,0.135
1637971200000000027,2021-11-27,572,-572,0.143,0.857
1637971200000000015,2021-11-27,-154,154,0.6,0.4
1637971200000000020,2021-11-27,613,-613,0.135,0.865
1637971200000000021,2021-11-27,668,-668,0.135,0.865
1638057600000000025,2021-11-28,612,-612,0.135,0.865
1638057600000000026,2021-11-28,527,-527,0.166,0.834
1638057600000000006,2021-11-28,-209,209,0.681,0.319
1638057600000000004,2021-11-28,510,-510,0.169,0.831
1638057600000000001,2021-11-28,-359,359,0.79,0.21
1638144000000000009,2021-11-29,-106,106,0.523,0.477
1638144000000000025,2021-11-29,380,-380,0.212,0.788
1638144000000000010,2021-11-29,-371,371,0.786,0.214
1638144000000000029,2021-11-29,-158,158,0.615,0.385
1638144000000000021,2021-11-29,-289,289,0.747,0.253
1638144000000000008,2021-11-29,-671,671,0.865,0.135
1638144000000000022,2021-11-29,130,-130,0.437,0.563
1638144000000000014,2021-11-29,-313,313,0.757,0.243
1638144000000000020,2021-11-29,-450,450,0.818,0.182
1638230400000000004,2021-11-30,289,-289,0.262,0.738
1638230400000000027,2021-11-30,-612,612,0.865,0.135
1638230400000000024,2021-11-30,307,-307,0.25,0.75
1638230400000000012,2021-11-30,-353,353,0.788,0.212
1638230400000000011,2021-11-30,-643,643,0.865,0.135
1638316800000000025,2021-12-01,610,-610,0.135,0.865
1638316800000000000,2021-12-01,-434,434,0.821,0.179
1638316800000000028,2021-12-01,660,-660,0.135,0.865
1638316800000000007,2021-12-01,-96,96,0.502,0.498
1638316800000000014,2021-12-01,-113,113,0.529,0.471
1638316800000000019,2021-12-01,-628,628,0.865,0.135
1638316800000000016,2021-12-01,151,-151,0.385,0.615
1638316800000000026,2021-12-01,630,-630,0.135,0.865
1638316800000000018,2021-12-01,359,-359,0.211,0.789
1638403200000000005,2021-12-02,669,-669,0.135,0.865
1638403200000000004,2021-12-02,649,-649,0.135,0.865
1638403200000000006,2021-12-02,-649,649,0.865,0.135
1638403200000000012,2021-12-02,-641,641,0.865,0.135
1638403200000000011,2021-12-02,-220,220,0.683,0.317
1638489600000000001,2021-12-03,-241,241,0.699,0.301
1638489600000000010,2021-12-03,-384,384,0.787,0.213
1638489600000000029,2021-12-03,137,-137,0.42,0.58
1638489600000000021,2021-12-03,-472,472,0.824,0.176
1638489600000000013,2021-12-03,-247,247,0.705,0.295
1638489600000000015,2021-12-03,-361,361,0.78,0.22
1638489600000000018,2021-12-03,156,-156,0.395,0.605
1638489600000000026,2021-12-03,625,-625,0.135,0.865
1638489600000000027,2021-12-03,-268,268,0.735,0.265
1638576000000000024,2021-12-04,-307,307,0.752,0.248
1638576000000000013,2021-12-04,-405,405,0.807,0.193
1638576000000000029,2021-12-04,650,-650,0.135,0.865
1638576000000000011,2021-12-04,128,-128,0.446,0.554
1638576000000000027,2021-12-04,-281,281,0.74,0.26
1638576000000000005,2021-12-04,-216,216,0.68,0.32
1638576000000000000,2021-12-04,-649,649,0.865,0.135
1638662400000000017,2021-12-05,640,-640,0.135,0.865
1638662400000000004,2021-12-05,-149,149,0.604,0.396
1638662400000000015,2021-12-05,-287,287,0.745,0.255
1638662400000000021,2021-12-05,-224,224,0.692,0.308
1638748800000000000,2021-12-06,-610,610,0.865,0.135
1638748800000000011,2021-12-06,-115,115,0.526,0.474
1638748800000000013,2021-12-06,-625,625,0.865,0.135
1638748800000000012,2021-12-06,-624,624,0.865,0.135
1638748800000000008,2021-12-06,135,-135,0.435,0.565
1638748800000000003,2021-12-06,661,-661,0.135,0.865
1638748800000000014,2021-12-06,498,-498,0.166,0.834
1638748800000000026,2021-12-06,-219,219,0.691,0.309
1638748800000000002,2021-12-06,-111,111,0.519,0.481
1638748800000000022,2021-12-06,-649,649,0.865,0.135
1638835200000000029,2021-12-07,663,-663,0.135,0.865
1638835200000000009,2021-12-07,128,-128,0.432,0.568
1638835200000000001,2021-12-07,123,-123,0.445,0.555
1638921600000000006,2021-12-08,-337,337,0.778,0.222
1638921600000000013,2021-12-08,-635,635,0.865,0.135
1638921600000000024,2021-12-08,-640,640,0.865,0.135
1638921600000000007,2021-12-08,-212,212,0.686,0.314
1638921600000000025,2021-12-08,-152,152,0.596,0.404
1638921600000000008,2021-12-08,645,-645,0.135,0.865
1638921600000000002,2021-12-08,478,-478,0.166,0.834
1638921600000000014,2021-12-08,665,-665,0.135,0.865
1638921600000000004,2021-12-08,-154,154,0.603,0.397
1638921600000000003,2021-12-08,635,-635,0.135,0.865
1638921600000000017,2021-12-08,106,-106,0.492,0.508
1638921600000000026,2021-12-08,-237,237,0.696,0.304
1638921600000000021,2021-12-08,-155,155,0.608,0.392
1639008000000000020,2021-12-09,645,-645,0.135,0.865
1639008000000000006,2021-12-09,-400,400,0.797,0.203
1639008000000000009,2021-12-09,-344,344,0.775,0.225
1639094400000000012,2021-12-10,-655,655,0.865,0.135
1639094400000000007,2021-12-10,-643,643,0.865,0.135
1639094400000000028,2021-12-10,639,-639,0.135,0.865
1639094400000000021,2021-12-10,121,-121,0.441,0.559
1639094400000000008,2021-12-10,497,-497,0.167,0.833
1639094400000000004,2021-12-10,-384,384,0.802,0.198
1639094400000000015,2021-12-10,97,-97,0.499,0.501
1639094400000000026,2021-12-10,-487,487,0.825,0.175
1639094400000000002,2021-12-10,-162,162,0.609,0.391
1639180800000000025,2021-12-11,-613,613,0.865,0.135
1639180800000000018,2021-12-11,618,-618,0.135,0.865
1639180800000000006,2021-12-11,-233,233,0.699,0.301
1639180800000000014,2021-12-11,-162,162,0.606,0.394
1639180800000000017,2021-12-11,-329,329,0.774,0.226
1639180800000000020,2021-12-11,-107,107,0.525,0.475
1639180800000000009,2021-12-11,-217,217,0.681,0.319
1639267200000000011,2021-12-12,667,-667,0.135,0.865
1639267200000000028,2021-12-12,632,-632,0.135,0.865
1639267200000000001,2021-12-12,-615,615,0.865,0.135
1639267200000000003,2021-12-12,653,-653,0.135,0.865
1639267200000000005,2021-12-12,650,-650,0.135,0.865
1639267200000000009,2021-12-12,-284,284,0.743,0.257
1639353600000000025,2021-12-13,225,-225,0.306,0.694
1639353600000000023,2021-12-13,-222,222,0.696,0.304
1639353600000000006,2021-12-13,-443,443,0.813,0.187
1639353600000000019,2021-12-13,251,-251,0.287,0.713
1639353600000000029,2021-12-13,-314,314,0.75,0.25
1639353600000000004,2021-12-13,-150,150,0.613,0.387
1639353600000000026,2021-12-13,419,-419,0.198,0.802
1639353600000000017,2021-12-13,-627,627,0.865,0.135
1639353600000000015,2021-12-13,481,-481,0.177,0.823
1639440000000000005,2021-12-14,623,-623,0.135,0.865
1639440000000000027,2021-12-14,-374,374,0.788,0.212
1639440000000000011,2021-12-14,623,-623,0.135,0.865
1639526400000000023,2021-12-15,-227,227,0.703,0.297
1639526400000000010,2021-12-15,-610,610,0.865,0.135
1639526400000000011,2021-12-15,658,-658,0.135,0.865
1639526400000000024,2021-12-15,-390,390,0.79,0.21
1639526400000000009,2021-12-15,-245,245,0.706,0.294
1639526400000000017,2021-12-15,-431,431,0.806,0.194
1639526400000000028,2021-12-15,633,-633,0.135,0.865
1639526400000000029,2021-12-15,493,-493,0.174,0.826
1639526400000000020,2021-12-15,-107,107,0.526,0.474
1639526400000000016,2021-12-15,636,-636,0.135,0.865
1639526400000000000,2021-12-15,-613,613,0.863,0.137
1639612800000000026,2021-12-16,-630,630,0.865,0.135
1639612800000000027,2021-12-16,-459,459,0.815,0.185
1639612800000000021,2021-12-16,-354,354,0.779,0.221
1639612800000000012,2021-12-16,-657,657,0.865,0.135
1639699200000000007,2021-12-17,157,-157,0.39,0.61
1639699200000000024,2021-12-17,630,-630,0.135,0.865
1639699200000000011,2021-12-17,-297,297,0.739,0.261
1639699200000000010,2021-12-17,-356,356,0.79,0.21
1639699200000000019,2021-12-17,258,-258,0.269,0.731
1639699200000000015,2021-12-17,146,-146,0.415,0.585
1639699200000000008,2021-12-17,119,-119,0.444,0.556
1639699200000000016,2021-12-17,555,-555,0.148,0.852
1639785600000000003,2021-12-18,619,-619,0.135,0.865
1639785600000000027,2021-12-18,-423,423,0.815,0.185
1639785600000000004,2021-12-18,-104,104,0.52,0.48
1639785600000000028,2021-12-18,149,-149,0.396,0.604
1639785600000000019,2021-12-18,-409,409,0.806,0.194
1639785600000000000,2021-12-18,262,-262,0.266,0.734
1639785600000000010,2021-12-18,-287,287,0.745,0.255
1639872000000000012,2021-12-19,-617,617,0.865,0.135
1639872000000000003,2021-12-19,158,-158,0.396,0.604
1639872000000000008,2021-12-19,-222,222,0.697,0.303
1639872000000000024,2021-12-19,-146,146,0.599,0.401
1639872000000000022,2021-12-19,-171,171,0.621,0.379
1639872000000000006,2021-12-19,-101,101,0.513,0.487
1639958400000000019,2021-12-20,-108,108,0.51,0.49
1639958400000000006,2021-12-20,-293,293,0.746,0.254
1639958400000000022,2021-12-20,-362,362,0.782,0.218
1639958400000000010,2021-12-20,-635,635,0.865,0.135
1639958400000000013,2021-12-20,-422,422,0.815,0.185
1639958400000000025,2021-12-20,136,-136,0.425,0.575
1640044800000000005,2021-12-21,-611,611,0.865,0.135
1640044800000000014,2021-12-21,-384,384,0.788,0.212
1640044800000000007,2021-12-21,-657,657,0.865,0.135
1640044800000000029,2021-12-21,-238,238,0.708,0.292
1640044800000000001,2021-12-21,507,-507,0.171,0.829
1640131200000000028,2021-12-22,-111,111,0.518,0.482
1640131200000000024,2021-12-22,148,-148,0.393,0.607
1640131200000000000,2021-12-22,-388,388,0.792,0.208
1640131200000000015,2021-12-22,128,-128,0.443,0.557
1640131200000000019,2021-12-22,157,-157,0.392,0.608
1640217600000000020,2021-12-23,-106,106,0.521,0.479
1640217600000000026,2021-12-23,-358,358,0.775,0.225
1640217600000000016,2021-12-23,667,-667,0.135,0.865
1640217600000000014,2021-12-23,-637,637,0.865,0.135
1640217600000000005,2021-12-23,101,-101,0.491,0.509
1640217600000000029,2021-12-23,155,-155,0.38,0.62
1640217600000000010,2021-12-23,-670,670,0.865,0.135
1640217600000000023,2021-12-23,-243,243,0.714,0.286
1640217600000000012,2021-12-23,-654,654,0.865,0.135
1640217600000000013,2021-12-23,-294,294,0.738,0.262
1640217600000000001,2021-12-23,281,-281,0.254,0.746
1640390400000000010,2021-12-25,-510,510,0.829,0.171
1640390400000000001,2021-12-25,465,-465,0.183,0.817
1640390400000000000,2021-12-25,-352,352,0.787,0.213
1640390400000000005,2021-12-25,-300,300,0.748,0.252
1640390400000000012,2021-12-25,169,-169,0.378,0.622
1640476800000000014,2021-12-26,-616,616,0.865,0.135
1640476800000000018,2021-12-26,530,-530,0.165,0.835
1640476800000000017,2021-12-26,-341,341,0.775,0.225
1640476800000000024,2021-12-26,627,-627,0.135,0.865
1640476800000000028,2021-12-26,-149,149,0.605,0.395
1640476800000000009,2021-12-26,-623,623,0.865,0.135
1640476800000000022,2021-12-26,-343,343,0.779,0.221
1640476800000000025,2021-12-26,134,-134,0.437,0.563
1640563200000000011,2021-12-27,615,-615,0.135,0.865
1640563200000000025,2021-12-27,612,-612,0.135,0.865
1640563200000000012,2021-12-27,-108,108,0.523,0.477
1640563200000000002,2021-12-27,-364,364,0.778,0.222
1640563200000000008,2021-12-27,-343,343,0.776,0.224
1640563200000000009,2021-12-27,158,-158,0.382,0.618
1640563200000000015,2021-12-27,627,-627,0.135,0.865
